pm2.5,pm10,no,no2,so2,co,nox,ozone,ws,wd,timestamp,nh3,benzene,eth_benzene,toluene,mp_xylene
33.12,40.31,85.39,3.78,9.76,0.88,,13.27,0.56,148.45,2016-09-13 22:15:00,4.0,3.58,39.55,85.33,20.79
29.55,32.49,85.69,3.5,9.23,0.84,,12.5,0.33,189.36,2016-09-13 22:30:00,4.75,3.41,38.12,80.66,21.06
24.43,21.3,88.32,3.48,8.91,0.83,,12.26,0.58,150.3,2016-09-13 22:45:00,4.41,3.66,38.14,80.62,21.05
21.97,18.15,89.93,3.59,8.9,0.82,,12.23,0.47,174.31,2016-09-13 23:00:00,4.34,3.46,38.13,80.32,20.9
18.45,13.62,89.34,4.17,8.55,0.75,,12.83,0.32,158.93,2016-09-13 23:15:00,3.95,3.36,37.32,80.9,19.56
16.84,11.81,88.84,4.43,8.14,0.71,,12.92,0.55,153.99,2016-09-13 23:30:00,3.75,3.27,38.23,79.91,20.64
14.54,9.21,90.51,3.65,7.97,0.89,,12.47,0.6,147.87,2016-09-13 23:45:00,4.24,3.18,38.09,78.93,20.54
14.08,13.29,92.57,3.13,7.0,1.22,,12.5,0.39,155.08,2016-09-14 00:00:00,4.45,3.1,37.34,79.98,19.17
13.41,19.15,95.15,3.06,8.36,1.61,,12.58,0.34,140.85,2016-09-14 00:15:00,3.7,3.17,38.92,80.64,20.75
11.84,18.61,97.76,2.7,8.54,1.71,,12.22,0.54,146.25,2016-09-14 00:30:00,3.5,3.25,32.67,69.57,17.47
9.58,17.84,98.8,3.54,8.54,1.27,,11.65,0.8,141.58,2016-09-14 00:45:00,3.58,4.43,40.09,81.97,20.93
12.99,14.88,100.61,3.21,8.51,1.09,,11.43,0.58,139.44,2016-09-14 01:00:00,3.51,4.41,42.07,84.9,21.67
17.86,10.65,101.38,4.25,8.16,1.05,,11.51,0.82,140.16,2016-09-14 01:15:00,3.34,4.36,41.79,87.19,20.56
17.46,13.83,103.12,3.68,7.94,1.15,,11.26,0.83,140.58,2016-09-14 01:30:00,3.5,4.51,42.75,86.45,21.81
16.9,18.39,106.74,1.76,7.51,0.96,,11.27,0.69,140.98,2016-09-14 01:45:00,4.16,4.88,44.5,89.81,22.51
19.3,15.73,108.18,3.32,7.34,0.94,,11.6,0.3,166.65,2016-09-14 02:00:00,3.46,4.81,45.19,90.74,22.78
22.74,11.92,110.07,3.38,7.2,1.04,,12.05,0.78,136.62,2016-09-14 02:15:00,3.12,5.14,44.9,92.78,21.7
24.69,10.48,110.97,2.94,6.61,0.99,,11.93,0.72,137.36,2016-09-14 02:30:00,2.87,5.98,45.35,94.14,21.77
27.49,8.41,113.89,3.75,6.41,1.0,,11.75,0.79,135.52,2016-09-14 02:45:00,2.48,6.72,47.46,96.04,23.03
23.97,19.86,113.97,2.53,5.23,1.03,,11.99,0.69,143.84,2016-09-14 03:00:00,2.57,6.75,48.21,96.88,24.01
18.93,36.26,117.85,1.43,5.62,1.19,,12.14,0.46,190.82,2016-09-14 03:15:00,2.74,6.38,48.91,97.75,24.4
27.55,34.06,117.57,1.56,5.71,1.03,,14.01,0.34,173.33,2016-09-14 03:30:00,2.72,6.04,47.37,94.62,23.66
39.91,30.9,118.48,2.78,5.43,0.86,,12.64,0.63,141.91,2016-09-14 03:45:00,2.96,5.8,49.78,97.69,24.66
34.68,25.78,119.75,2.51,5.32,0.87,,12.15,0.56,194.36,2016-09-14 04:00:00,2.95,5.5,49.46,96.06,24.46
27.19,18.44,120.8,1.76,5.45,0.99,,12.4,0.46,212.29,2016-09-14 04:15:00,2.76,5.15,50.23,96.82,24.85
23.4,23.27,121.7,0.93,5.31,1.08,,12.73,0.37,179.98,2016-09-14 04:30:00,2.78,5.08,50.48,97.72,24.17
17.96,30.2,122.9,1.94,5.29,1.25,,12.56,0.5,160.19,2016-09-14 04:45:00,2.34,5.12,50.97,98.38,24.98
20.16,39.01,124.87,2.63,5.29,1.18,,11.96,0.57,149.2,2016-09-14 05:00:00,2.07,5.04,51.48,101.26,25.21
23.31,51.65,125.09,2.97,5.43,0.99,,11.76,0.49,154.78,2016-09-14 05:15:00,1.43,5.16,50.13,100.24,23.56
21.16,42.62,127.18,2.95,5.41,0.97,,11.47,0.65,150.09,2016-09-14 05:30:00,1.87,4.92,51.02,99.93,24.41
18.06,29.68,128.52,1.83,5.14,1.01,,11.28,0.51,146.69,2016-09-14 05:45:00,1.99,4.73,51.1,100.85,24.08
24.09,37.98,129.36,0.64,5.33,0.99,,11.07,0.74,138.37,2016-09-14 06:00:00,2.19,4.56,52.92,101.41,25.94
32.72,49.85,130.58,0.36,6.45,0.91,,11.49,0.57,154.57,2016-09-14 06:15:00,2.37,4.58,54.02,103.53,25.69
26.16,45.93,130.57,2.36,7.44,1.05,,11.57,0.78,138.35,2016-09-14 06:30:00,2.49,4.54,53.46,103.92,25.0
16.76,40.3,129.79,1.58,7.65,1.07,,11.23,0.8,141.71,2016-09-14 06:45:00,1.85,4.79,58.4,106.88,28.41
15.88,32.67,124.12,1.9,7.86,1.13,,11.28,0.57,146.14,2016-09-14 07:00:00,1.59,4.8,56.91,105.22,27.66
14.61,21.74,113.4,1.91,8.11,1.29,,11.42,0.6,123.4,2016-09-14 07:15:00,2.09,5.21,54.75,101.35,26.18
19.37,24.88,112.22,2.26,8.06,1.29,,11.63,0.76,135.78,2016-09-14 07:30:00,2.86,5.27,51.55,94.63,25.66
26.19,29.37,112.37,3.32,8.2,1.25,,11.46,0.88,132.6,2016-09-14 07:45:00,3.25,5.29,48.29,87.43,24.31
28.67,33.93,113.77,2.7,8.53,1.19,,12.46,0.44,143.29,2016-09-14 08:00:00,2.94,5.72,48.69,88.42,24.5
32.23,40.47,113.88,2.1,9.9,1.31,,13.37,0.75,143.26,2016-09-14 08:15:00,2.4,5.93,49.04,89.57,24.64
33.96,40.47,113.15,2.92,11.36,1.22,,14.32,0.58,152.31,2016-09-14 08:30:00,2.83,6.45,49.62,91.06,24.84
36.45,40.47,106.86,2.22,11.95,1.12,,14.44,0.78,140.36,2016-09-14 08:45:00,3.24,6.37,49.74,95.1,23.58
29.71,34.48,106.78,5.18,9.07,1.15,,15.43,1.01,135.88,2016-09-14 09:00:00,2.96,6.17,52.37,96.75,25.88
20.05,25.9,106.93,5.09,10.7,0.97,,17.28,0.66,154.46,2016-09-14 09:15:00,2.67,5.84,48.96,91.31,23.82
20.84,28.21,106.28,4.84,10.34,0.96,,18.86,0.51,200.62,2016-09-14 09:30:00,3.31,5.86,48.21,90.21,24.22
21.97,31.53,102.63,5.16,9.85,0.91,,21.98,0.72,223.41,2016-09-14 09:45:00,2.92,5.89,48.67,91.85,23.73
22.0,32.68,100.31,4.14,9.64,0.81,,24.34,0.51,199.36,2016-09-14 10:00:00,4.77,5.95,49.28,92.39,24.8
22.05,34.33,99.46,4.93,8.43,0.85,,23.62,0.67,225.53,2016-09-14 10:15:00,3.59,5.78,50.28,94.25,25.29
19.68,27.66,100.39,4.92,7.33,0.78,,31.83,0.31,184.57,2016-09-14 10:30:00,3.24,5.56,48.81,92.49,23.84
16.3,18.1,101.07,2.73,6.35,0.76,,38.22,0.6,247.57,2016-09-14 10:45:00,2.98,5.55,49.19,92.73,24.77
13.42,19.53,97.54,3.5,6.27,0.78,,43.71,0.59,228.47,2016-09-14 11:00:00,2.97,5.24,48.19,91.61,24.33
9.3,21.57,92.58,5.03,5.78,0.82,,45.89,1.37,259.03,2016-09-14 11:15:00,3.24,5.04,49.46,93.98,24.93
14.3,18.12,89.56,7.58,5.56,0.87,,51.14,1.69,259.74,2016-09-14 11:30:00,3.96,4.82,48.83,92.18,24.69
21.47,13.18,87.06,8.66,5.45,0.78,,52.73,0.61,254.27,2016-09-14 11:45:00,3.54,4.71,49.02,93.63,23.97
17.48,22.01,85.07,9.03,4.96,0.74,,60.41,1.07,263.98,2016-09-14 12:00:00,3.43,4.59,49.19,94.09,24.84
11.75,34.65,83.15,8.52,5.36,0.89,,64.4,1.06,238.77,2016-09-14 12:15:00,3.66,4.24,46.72,89.45,23.71
13.97,28.07,82.74,7.83,5.14,0.84,,59.85,1.74,252.72,2016-09-14 12:30:00,4.04,3.99,45.78,87.8,23.18
17.14,18.66,78.41,8.93,4.64,0.75,,60.27,1.39,254.19,2016-09-14 12:45:00,4.18,4.0,47.15,89.45,23.86
18.54,15.59,77.72,9.05,4.65,0.73,,65.12,1.78,246.39,2016-09-14 13:00:00,4.42,3.94,49.4,93.82,24.88
20.54,11.2,71.28,9.15,4.07,0.69,,60.77,1.61,251.88,2016-09-14 13:15:00,4.76,3.7,47.87,91.37,23.4
19.54,12.85,72.84,7.87,4.5,0.79,,65.04,1.11,215.39,2016-09-14 13:30:00,5.59,3.56,48.91,92.52,24.52
18.11,15.21,73.27,8.7,4.04,0.83,,59.13,1.34,225.92,2016-09-14 13:45:00,4.88,3.37,46.79,91.41,22.57
15.6,15.72,72.81,8.31,4.3,0.81,,46.74,1.3,222.3,2016-09-14 14:00:00,4.85,3.35,46.96,91.41,22.84
12.0,16.45,71.96,9.15,4.51,0.81,,41.58,1.08,225.35,2016-09-14 14:15:00,4.69,3.31,48.95,94.16,24.6
13.66,14.19,73.79,7.71,4.72,0.76,,41.51,1.09,226.51,2016-09-14 14:30:00,4.84,3.21,48.13,93.98,23.56
16.04,10.96,74.03,5.77,4.17,0.73,,39.04,1.04,230.09,2016-09-14 14:45:00,5.27,3.08,46.95,94.18,22.8
14.4,10.09,73.5,7.73,5.38,0.78,,33.71,0.62,243.76,2016-09-14 15:00:00,4.39,2.91,48.26,94.63,24.41
12.05,8.84,75.3,6.52,6.91,0.99,,32.26,0.21,3.79,2016-09-14 15:15:00,4.5,2.8,48.01,93.83,24.43
22.71,7.69,75.17,4.91,8.02,1.15,,19.53,0.37,305.65,2016-09-14 15:30:00,4.69,2.76,46.03,91.13,23.5
37.98,6.04,79.32,3.78,11.25,1.24,,20.37,0.3,283.42,2016-09-14 15:45:00,5.18,3.08,47.06,91.3,23.79
33.43,29.27,81.81,3.29,14.9,0.91,,25.21,1.17,267.33,2016-09-14 16:00:00,4.77,3.19,48.0,92.72,24.13
26.92,62.54,82.49,4.24,12.96,0.76,,28.54,1.53,254.12,2016-09-14 16:15:00,4.27,3.94,46.03,91.84,22.35
22.91,51.0,82.2,4.46,10.42,0.71,,28.89,1.87,253.91,2016-09-14 16:30:00,4.5,3.12,49.13,96.18,24.65
17.17,34.47,80.2,5.88,8.86,0.7,,30.37,1.85,253.2,2016-09-14 16:45:00,4.32,3.46,50.74,101.72,24.23
15.28,27.51,81.71,5.52,7.79,0.73,,29.88,1.37,249.62,2016-09-14 17:00:00,4.36,3.9,53.13,102.85,25.6
12.58,17.55,80.79,4.98,7.8,0.88,,27.69,1.29,246.47,2016-09-14 17:15:00,4.74,3.89,54.07,103.91,26.96
13.5,14.04,84.89,3.87,7.53,0.98,,26.5,1.18,240.66,2016-09-14 17:30:00,4.21,4.95,51.55,99.12,26.2
14.83,9.01,83.98,4.47,6.86,0.93,,24.03,0.97,227.47,2016-09-14 17:45:00,4.43,5.26,51.57,100.67,27.89
13.61,7.83,85.31,4.5,6.32,0.82,,23.71,1.13,241.29,2016-09-14 18:00:00,4.22,4.57,51.08,98.93,27.04
11.87,6.14,56.46,12.49,6.79,0.7,,25.04,1.28,241.11,2016-09-14 18:15:00,4.68,4.44,52.13,101.77,27.3
11.68,6.14,40.78,13.3,6.33,0.8,,24.0,1.19,239.55,2016-09-14 18:30:00,5.74,4.43,49.37,96.26,25.32
11.41,6.14,44.82,10.1,6.06,1.03,,21.63,0.99,251.24,2016-09-14 18:45:00,5.98,4.47,39.59,77.58,22.99
13.0,6.25,48.02,8.03,5.93,1.07,,18.72,1.07,240.5,2016-09-14 19:00:00,5.78,4.23,33.33,66.65,20.21
15.27,6.41,51.81,6.23,6.07,1.05,,17.1,1.02,242.23,2016-09-14 19:15:00,5.93,4.1,33.2,66.17,20.12
25.12,8.98,53.72,6.64,5.92,1.1,,15.81,0.99,253.83,2016-09-14 19:30:00,4.46,4.01,34.15,67.75,20.22
39.24,12.66,57.34,6.5,6.0,1.13,,15.49,0.81,261.37,2016-09-14 19:45:00,4.77,4.2,35.03,69.48,20.6
37.06,10.8,60.1,5.44,5.94,1.04,,14.03,0.47,216.25,2016-09-14 20:00:00,5.13,4.29,34.3,70.79,19.53
33.94,8.13,61.89,5.26,6.18,1.03,,13.82,0.69,223.57,2016-09-14 20:15:00,5.22,4.04,34.21,70.79,19.27
27.45,18.24,64.4,4.29,6.33,0.98,,14.4,0.46,182.16,2016-09-14 20:30:00,5.16,4.26,34.07,71.36,19.15
18.16,32.73,67.06,3.17,6.68,1.48,,12.65,0.31,121.91,2016-09-14 20:45:00,5.35,4.28,35.23,76.33,20.02
20.91,29.3,69.82,3.5,4.87,1.84,,12.0,0.47,142.15,2016-09-14 21:00:00,4.9,4.35,34.91,81.02,19.78
24.86,24.38,74.51,2.83,5.86,1.83,,11.6,0.9,133.67,2016-09-14 21:15:00,5.16,6.0,38.1,80.95,22.28
25.86,20.32,76.86,3.53,5.9,1.53,,11.34,0.46,146.84,2016-09-14 21:30:00,4.68,7.58,37.78,80.92,22.72
27.31,14.5,81.07,4.09,6.03,1.61,,11.4,0.72,139.01,2016-09-14 21:45:00,4.16,5.78,38.7,82.42,21.78
29.58,20.86,82.44,3.92,6.35,1.57,,11.7,0.74,138.3,2016-09-14 22:00:00,4.22,5.34,39.06,81.03,22.0
32.83,29.98,84.66,3.0,6.55,1.66,,11.6,0.27,183.55,2016-09-14 22:15:00,4.22,5.61,40.74,82.99,23.36
36.18,37.53,81.28,4.49,6.72,1.53,,11.56,0.39,164.08,2016-09-14 22:30:00,4.3,5.4,40.78,82.2,23.24
40.97,48.34,80.61,4.34,7.08,1.4,,11.34,0.71,140.5,2016-09-14 22:45:00,4.23,5.32,40.68,82.0,23.11
38.38,41.36,81.71,4.1,7.46,1.56,,11.41,0.56,153.8,2016-09-14 23:00:00,4.29,4.97,35.97,75.83,20.03
34.68,31.36,83.23,3.73,7.58,1.29,,11.38,0.37,193.66,2016-09-14 23:15:00,4.56,4.98,36.08,77.36,20.14
29.19,30.15,88.33,2.97,7.38,1.07,,11.44,0.3,168.0,2016-09-14 23:30:00,4.19,5.13,35.94,77.93,19.86
21.33,28.4,91.38,2.19,7.3,0.94,,11.3,0.32,173.78,2016-09-14 23:45:00,4.35,4.96,37.49,77.19,21.44
27.79,46.26,93.42,3.6,5.72,0.58,,11.37,0.41,173.71,2016-09-15 00:00:00,4.03,4.78,36.35,77.37,19.9
37.04,71.84,95.65,3.26,6.66,0.88,,11.71,0.42,155.21,2016-09-15 00:15:00,3.47,4.63,37.33,79.63,20.2
29.79,60.97,95.84,3.11,6.91,1.4,,11.84,0.75,135.66,2016-09-15 00:30:00,3.38,4.23,31.94,67.09,17.91
19.41,45.4,96.9,2.82,7.06,1.15,,11.63,0.95,137.93,2016-09-15 00:45:00,3.82,4.76,40.83,81.79,22.3
18.51,44.49,98.31,4.15,6.97,1.04,,11.59,0.38,188.26,2016-09-15 01:00:00,3.48,4.93,42.3,84.28,22.88
17.22,43.19,100.64,2.66,6.67,0.99,,11.76,0.51,149.33,2016-09-15 01:15:00,3.67,4.74,42.2,86.6,21.9
15.85,35.6,102.73,3.21,6.69,1.02,,11.48,0.52,152.11,2016-09-15 01:30:00,3.55,4.91,41.87,85.33,21.58
13.88,24.72,106.16,2.95,6.31,1.05,,11.83,0.35,153.44,2016-09-15 01:45:00,3.3,5.07,44.76,87.89,23.58
15.2,20.62,107.24,2.76,6.21,0.98,,11.79,0.57,143.13,2016-09-15 02:00:00,3.18,5.02,44.91,89.24,22.91
17.1,14.74,109.57,3.5,6.09,0.89,,11.46,0.6,146.58,2016-09-15 02:15:00,2.96,5.13,46.4,90.38,24.17
21.36,17.28,111.7,3.22,5.97,0.85,,11.48,0.59,132.29,2016-09-15 02:30:00,2.72,4.85,46.54,91.83,24.2
27.47,20.92,112.74,3.04,5.84,0.87,,11.41,0.59,144.55,2016-09-15 02:45:00,2.52,4.71,46.78,92.62,24.24
27.24,18.26,113.64,3.34,4.96,0.82,,11.5,0.37,203.84,2016-09-15 03:00:00,2.64,4.76,47.39,93.21,24.4
26.9,14.44,113.84,3.79,5.48,0.81,,11.68,0.74,137.64,2016-09-15 03:15:00,2.95,4.64,48.36,94.61,24.75
28.74,17.67,116.68,2.85,5.46,0.82,,11.64,0.64,125.37,2016-09-15 03:30:00,2.85,4.56,46.73,91.13,23.97
31.38,22.3,118.08,1.11,5.22,0.79,,11.5,0.82,137.18,2016-09-15 03:45:00,2.44,4.77,49.05,95.42,24.92
27.22,24.62,119.28,2.93,5.13,0.85,,11.27,0.35,190.32,2016-09-15 04:00:00,2.58,4.75,49.41,95.43,25.1
21.26,27.94,120.94,1.26,5.17,0.84,,11.22,0.55,149.63,2016-09-15 04:15:00,3.23,4.85,49.46,97.89,23.97
11.41,22.88,123.63,1.63,6.07,0.59,,11.07,,,2016-09-15 06:15:00,2.41,6.56,,,
14.7,20.85,117.11,1.73,5.49,0.52,,11.24,0.84,135.29,2016-09-15 06:30:00,2.5,6.4,54.41,100.36,26.76
19.4,17.94,112.85,1.55,4.93,0.76,,11.3,0.26,153.05,2016-09-15 06:45:00,2.93,6.08,55.78,101.78,27.34
16.56,19.91,101.53,3.44,4.88,0.85,,11.62,0.96,136.86,2016-09-15 07:00:00,3.15,5.62,51.48,97.54,24.33
12.48,22.72,98.29,3.99,4.83,0.77,,11.98,0.41,154.79,2016-09-15 07:15:00,3.06,5.63,49.68,92.11,23.82
10.17,35.56,97.68,4.4,4.74,0.79,,11.91,,,2016-09-15 07:30:00,3.47,5.58,,,
6.86,53.94,98.71,3.18,4.6,0.7,,12.38,0.54,157.92,2016-09-15 07:45:00,3.5,5.37,45.06,84.82,21.45
7.63,43.47,98.74,3.45,4.78,0.69,,12.25,0.68,151.77,2016-09-15 08:00:00,3.48,5.49,47.55,86.86,23.53
8.73,28.47,98.94,3.01,4.62,0.7,,11.91,0.74,133.93,2016-09-15 08:15:00,3.43,5.06,48.09,87.87,23.13
7.38,23.15,98.89,3.54,4.73,0.77,,12.29,1.15,140.66,2016-09-15 08:30:00,3.57,4.92,46.06,87.08,21.94
10.63,9.41,99.23,3.22,5.27,0.75,,13.09,,,2016-09-15 09:30:00,3.2,6.68,,,
7.57,7.48,100.87,2.46,5.28,0.74,,12.96,1.04,139.42,2016-09-15 09:45:00,3.57,6.78,46.24,88.73,22.08
12.31,6.97,100.69,2.18,5.3,0.81,,13.62,1.07,139.6,2016-09-15 10:00:00,3.39,7.32,46.77,87.58,23.43
19.09,6.23,101.27,1.57,5.44,0.8,,13.8,0.99,139.01,2016-09-15 10:15:00,3.57,7.75,49.09,92.03,23.65
17.78,11.75,101.02,2.1,5.65,0.96,,13.66,1.1,139.14,2016-09-15 10:30:00,3.3,9.27,49.7,93.23,24.45
15.92,19.66,102.61,6.38,5.55,0.9,,13.88,1.04,137.58,2016-09-15 10:45:00,3.78,9.82,48.57,94.46,22.81
14.95,15.95,104.31,5.46,5.47,0.67,,14.65,0.84,135.95,2016-09-15 11:00:00,3.47,10.54,50.35,95.18,24.68
13.57,10.63,103.95,4.25,5.39,0.73,,14.9,1.05,139.26,2016-09-15 11:15:00,3.06,9.71,50.26,94.66,24.8
12.77,9.82,103.69,2.77,5.53,0.66,,14.88,1.12,138.84,2016-09-15 11:30:00,3.14,9.23,48.82,92.2,24.17
11.62,8.66,104.48,2.8,5.71,0.72,,15.44,0.99,142.44,2016-09-15 11:45:00,3.3,8.85,49.17,92.83,24.36
11.94,13.09,104.01,3.53,4.68,0.89,,14.27,0.45,162.13,2016-09-15 12:00:00,2.68,8.41,49.62,94.59,23.69
12.4,19.44,104.52,1.39,5.6,0.93,,13.96,0.39,196.53,2016-09-15 12:15:00,3.19,8.48,48.47,94.27,22.85
10.51,17.26,105.97,2.25,6.06,0.82,,13.73,0.45,202.59,2016-09-15 12:30:00,4.24,8.81,47.73,90.39,23.73
7.8,14.13,108.62,2.87,5.78,0.88,,14.51,0.72,202.17,2016-09-15 12:45:00,3.49,8.76,52.69,95.95,25.84
7.3,12.14,109.38,2.54,5.53,0.82,,16.99,0.64,192.68,2016-09-15 13:00:00,3.31,8.2,52.11,98.84,24.64
6.59,9.3,108.7,2.26,5.53,0.79,,17.16,0.54,197.97,2016-09-15 13:15:00,3.27,7.92,54.61,101.59,26.89
8.71,9.05,109.68,2.62,6.35,0.82,,16.61,0.75,205.95,2016-09-15 13:30:00,3.05,7.83,54.63,102.61,27.19
11.74,8.69,109.82,3.22,5.68,0.78,,16.09,0.54,189.21,2016-09-15 13:45:00,2.71,7.57,52.77,105.18,25.11
9.72,11.12,111.37,2.74,5.17,0.78,,15.8,0.35,174.42,2016-09-15 14:00:00,3.4,7.28,53.01,121.27,25.12
