pm2.5,pm10,no,no2,so2,co,nox,ozone,timestamp,nh3,benzene,eth_benzene,mp_xylene
12.0,15.0,9.78,,,,7.37,1.46,2023-08-18 04:15:00,,,,
12.0,15.0,9.94,0.01,,,7.78,1.45,2023-08-18 04:30:00,,,,
12.0,15.0,10.46,,,,8.09,1.6,2023-08-18 04:45:00,,,,
13.38,16.67,10.1,,,,7.65,1.63,2023-08-18 05:00:00,,,,
14.0,17.5,10.57,,,,7.82,1.65,2023-08-18 05:15:00,,,,
14.0,17.5,10.76,,,,7.93,1.56,2023-08-18 05:30:00,,,,
14.0,17.5,11.02,,,,7.72,1.38,2023-08-18 05:45:00,,,,
16.8,20.86,10.89,,,,7.76,1.64,2023-08-18 06:00:00,,,,
18.0,22.5,11.57,,,,8.38,1.76,2023-08-18 06:15:00,,,,
18.0,22.5,12.03,,,,8.95,1.61,2023-08-18 06:30:00,,,,
18.0,22.5,11.92,,,,8.96,1.65,2023-08-18 06:45:00,,,,
18.0,22.5,13.12,,,,8.97,1.82,2023-08-18 07:00:00,,,,
18.0,22.5,13.18,,,,9.64,1.75,2023-08-18 07:15:00,,,,
18.0,22.5,13.02,,,,10.01,1.6,2023-08-18 07:30:00,,,,
18.0,22.5,12.93,,,,10.24,1.24,2023-08-18 07:45:00,,,,
24.04,30.25,13.39,,,,10.54,1.52,2023-08-18 08:00:00,,,,
27.0,33.75,12.87,,,,10.4,1.51,2023-08-18 08:15:00,,,,
27.0,33.75,12.57,0.36,,,10.42,1.66,2023-08-18 08:30:00,,,,
27.0,33.75,13.07,,,,10.28,1.82,2023-08-18 08:45:00,,,,
26.33,32.89,12.13,1.17,,,10.47,1.3,2023-08-18 09:00:00,,,,
26.0,32.5,11.93,2.41,,,10.98,1.46,2023-08-18 09:15:00,,,,
26.0,32.5,11.24,2.44,,,10.44,1.43,2023-08-18 09:30:00,,,,
26.0,32.5,10.67,2.2,,,9.84,1.79,2023-08-18 09:45:00,,,,
24.62,30.8,10.28,2.52,,,9.71,1.54,2023-08-18 10:00:00,,,,
24.0,30.0,10.11,2.68,,,9.64,1.38,2023-08-18 10:15:00,,,,
24.0,30.0,9.74,2.61,,,9.32,1.61,2023-08-18 10:30:00,,,,
24.0,30.0,9.56,1.71,,,8.67,1.65,2023-08-18 10:45:00,,,,
18.63,23.11,8.17,0.71,,,7.01,1.56,2023-08-18 11:00:00,,,,
16.0,20.0,7.75,2.15,,,7.44,1.29,2023-08-18 11:15:00,,,,
16.0,20.0,8.98,2.2,,,8.45,1.77,2023-08-18 11:30:00,,,,
16.0,20.0,8.95,1.62,,,8.12,1.91,2023-08-18 11:45:00,,,,
16.69,20.83,8.74,0.85,,,7.56,1.44,2023-08-18 12:00:00,,,,
17.0,21.25,8.73,1.92,,,8.12,1.56,2023-08-18 12:15:00,,,,
17.0,21.25,9.04,1.81,,,8.32,1.71,2023-08-18 12:30:00,,,,
17.0,21.25,9.16,1.67,,,8.33,1.44,2023-08-18 12:45:00,,,,
13.56,16.94,9.26,1.71,,,8.42,1.29,2023-08-18 13:00:00,,,,
12.0,15.0,9.15,2.5,,,8.77,1.41,2023-08-18 13:15:00,,,,
12.0,15.0,9.0,3.93,,,9.42,1.8,2023-08-18 13:30:00,,,,
12.0,15.0,8.6,4.99,,,9.64,1.32,2023-08-18 13:45:00,,,,
11.3,14.14,8.57,4.17,,,9.19,1.76,2023-08-18 14:00:00,,,,
11.0,13.75,9.06,5.94,,,10.53,1.89,2023-08-18 14:15:00,,,,
11.0,13.75,9.63,8.02,,,12.1,1.4,2023-08-18 14:30:00,,,,
11.0,13.75,9.92,8.18,,,12.42,1.84,2023-08-18 14:45:00,,,,
17.2,21.25,10.31,8.78,,,13.06,1.3,2023-08-18 15:00:00,,,,
20.0,25.0,9.7,9.61,,,13.0,1.68,2023-08-18 15:15:00,,,,
20.0,25.0,9.99,9.0,,,12.92,1.41,2023-08-18 15:30:00,,,,
20.0,25.0,9.58,8.53,,,12.34,1.49,2023-08-18 15:45:00,,,,
15.87,20.0,9.49,10.07,,,13.07,1.56,2023-08-18 16:00:00,,,,
14.0,17.5,9.72,7.39,,,11.83,1.54,2023-08-18 16:15:00,,,,
14.0,17.5,9.26,6.52,,,10.99,1.43,2023-08-18 16:30:00,,,,
14.0,17.5,9.2,5.4,,,10.36,1.26,2023-08-18 16:45:00,,,,
16.07,20.08,8.97,5.42,,,10.18,1.42,2023-08-18 17:00:00,,,,
17.0,21.25,9.16,4.67,,,9.92,1.88,2023-08-18 17:15:00,,,,
17.0,21.25,9.17,5.56,,,10.4,1.69,2023-08-18 17:30:00,,,,
17.0,21.25,9.05,5.35,,,10.21,1.39,2023-08-18 17:45:00,,,,
19.76,24.69,9.01,6.5,,,10.78,1.42,2023-08-18 18:00:00,,,,
21.0,26.25,9.17,6.62,,,10.96,1.79,2023-08-18 18:15:00,,,,
21.0,26.25,8.98,5.31,,,10.13,1.56,2023-08-18 18:30:00,,,,
21.0,26.25,9.0,4.37,,,9.62,1.89,2023-08-18 18:45:00,,,,
18.93,23.67,9.01,4.15,,,9.53,1.39,2023-08-18 19:00:00,,,,
18.0,22.5,9.32,4.27,,,9.85,1.63,2023-08-18 19:15:00,,,,
18.0,22.5,9.18,5.51,,,10.39,1.56,2023-08-18 19:30:00,,,,
18.0,22.5,9.11,5.51,,,10.34,1.38,2023-08-18 19:45:00,,,,
17.31,21.61,9.72,5.16,,,10.63,1.49,2023-08-18 20:00:00,,,,
17.0,21.25,9.99,5.96,,,11.28,1.8,2023-08-18 20:15:00,,,,
17.0,21.25,9.39,5.54,,,10.57,1.8,2023-08-18 20:30:00,,,,
17.0,21.25,8.76,5.26,,,9.9,1.48,2023-08-18 20:45:00,,,,
19.76,24.64,8.83,3.99,,,9.31,1.35,2023-08-18 21:00:00,,,,
21.0,26.25,9.1,2.46,,,8.7,1.34,2023-08-18 21:15:00,,,,
21.0,26.25,8.67,2.73,,,8.5,1.4,2023-08-18 21:30:00,,,,
21.0,26.25,8.58,2.48,,,8.3,1.46,2023-08-18 21:45:00,,,,
11.9,15.22,8.59,2.49,,,8.31,1.49,2023-08-18 22:00:00,,,,
8.0,10.0,8.84,1.44,,,7.96,1.57,2023-08-18 22:15:00,,,,
8.0,10.0,8.81,1.27,,,7.83,1.72,2023-08-18 22:30:00,,,,
,10.0,,,,,,,2023-08-18 22:45:00,,,,
10.0,12.62,15.93,2.72,,,14.39,1.75,2023-08-18 23:00:00,,,,
11.0,13.75,,,,,,1.56,2023-08-18 23:15:00,,,,
11.0,13.75,10.05,0.35,,,8.35,1.56,2023-08-18 23:30:00,,,,
11.0,13.75,9.78,0.36,,,8.09,1.54,2023-08-18 23:45:00,,,,
7.56,9.5,8.88,0.78,,,7.63,1.77,2023-08-19 00:00:00,,,,
6.0,7.5,9.2,0.5,,,7.75,1.92,2023-08-19 00:15:00,,,,
6.0,7.5,9.35,0.44,,,7.84,1.73,2023-08-19 00:30:00,,,,
6.0,7.5,9.15,0.17,,,7.52,1.82,2023-08-19 00:45:00,,,,
,,8.87,,,,6.74,1.45,2023-08-19 01:00:00,,,,
,,8.72,0.02,,,6.85,1.41,2023-08-19 01:15:00,,,,
,,8.99,0.74,,,7.7,1.84,2023-08-19 01:30:00,,,,
,,8.97,0.33,,,7.46,1.52,2023-08-19 01:45:00,,,,
,11.72,9.01,0.32,,,7.49,1.89,2023-08-19 02:00:00,,,,
10.0,12.5,8.92,0.36,,,7.44,1.65,2023-08-19 02:15:00,,,,
10.0,12.5,8.89,0.01,,,7.13,1.66,2023-08-19 02:30:00,,,,
10.0,12.5,8.84,,,,6.97,1.67,2023-08-19 02:45:00,,,,
8.61,10.78,8.57,0.04,,,6.84,1.59,2023-08-19 03:00:00,,,,
8.0,10.0,9.0,,,,7.06,1.32,2023-08-19 03:15:00,,,,
8.0,10.0,9.77,,,,7.72,1.52,2023-08-19 03:30:00,,,,
8.0,10.0,10.59,0.1,,,8.47,1.5,2023-08-19 03:45:00,,,,
8.0,10.0,13.89,0.1,,,11.22,1.86,2023-08-19 04:00:00,,,,
8.0,10.0,17.62,,,,13.6,1.57,2023-08-19 04:15:00,,,,
8.0,10.0,11.61,,,,9.14,1.58,2023-08-19 04:30:00,,,,
,10.0,,,,,,,2023-08-19 04:45:00,,,,
10.1,12.54,10.53,,,,7.54,1.42,2023-08-19 05:00:00,,,,
11.0,13.75,11.0,,,,7.72,1.36,2023-08-19 05:15:00,,,,
11.0,13.75,11.31,,,,7.94,1.43,2023-08-19 05:30:00,,,,
11.0,13.75,11.06,,,,7.82,1.58,2023-08-19 05:45:00,,,,
11.0,13.75,11.34,,,,8.34,1.49,2023-08-19 06:00:00,,,,
11.0,13.75,11.86,,,,8.59,1.56,2023-08-19 06:15:00,,,,
11.0,13.75,11.63,,,,8.29,1.58,2023-08-19 06:30:00,,,,
11.0,13.75,11.52,,,,8.08,1.42,2023-08-19 06:45:00,,,,
10.32,12.89,11.98,,,,8.61,1.51,2023-08-19 07:00:00,,,,
10.0,12.5,12.8,,,,9.29,1.46,2023-08-19 07:15:00,,,,
10.0,12.5,13.78,,,,9.97,1.39,2023-08-19 07:30:00,,,,
10.0,12.5,14.87,,,,11.12,1.56,2023-08-19 07:45:00,,,,
10.0,12.5,15.96,,,,12.23,1.46,2023-08-19 08:00:00,,,,
10.0,12.5,16.71,,,,13.37,1.42,2023-08-19 08:15:00,,,,
10.0,12.5,16.76,0.21,,,13.64,1.45,2023-08-19 08:30:00,,,,
10.0,12.5,16.37,1.32,,,14.02,1.24,2023-08-19 08:45:00,,,,
14.16,17.75,15.34,1.2,,,13.1,1.45,2023-08-19 09:00:00,,,,
16.0,20.0,15.35,1.23,,,13.14,1.47,2023-08-19 09:15:00,,,,
,,8.68,4.13,,,9.26,1.68,2023-08-19 11:30:00,,,,
,,10.04,,,,7.75,1.45,2023-08-20 01:45:00,,,,
,,9.96,,,,7.69,1.75,2023-08-20 02:00:00,,,,
22.0,27.5,9.54,,,,7.5,1.41,2023-08-20 02:15:00,,,,
22.0,27.5,9.63,,,,7.36,1.33,2023-08-20 02:30:00,,,,
22.0,27.5,9.88,,,,7.23,1.77,2023-08-20 02:45:00,,,,
14.42,18.03,10.0,,,,7.37,1.63,2023-08-20 03:00:00,,,,
11.0,13.75,10.52,,,,7.29,1.53,2023-08-20 03:15:00,,,,
11.0,13.75,11.01,,,,7.49,1.57,2023-08-20 03:30:00,,,,
11.0,13.75,10.68,,,,7.83,1.59,2023-08-20 03:45:00,,,,
11.0,13.75,10.38,,,,7.44,1.68,2023-08-20 04:00:00,,,,
11.0,13.75,11.11,,,,7.97,1.67,2023-08-20 04:15:00,,,,
11.0,13.75,11.54,,,,8.36,1.8,2023-08-20 04:30:00,,,,
11.0,13.75,11.79,,,,8.58,1.37,2023-08-20 04:45:00,,,,
9.62,12.08,11.69,,,,8.73,1.63,2023-08-20 05:00:00,,,,
9.0,11.25,12.1,,,,8.58,1.32,2023-08-20 05:15:00,,,,
9.0,11.25,12.58,,,,8.45,1.34,2023-08-20 05:30:00,,,,
9.0,11.25,13.22,,,,8.63,1.81,2023-08-20 05:45:00,,,,
11.0,13.83,13.82,,,,8.63,1.79,2023-08-20 06:00:00,,,,
12.0,15.0,14.13,,,,8.81,1.44,2023-08-20 06:15:00,,,,
12.0,15.0,15.13,,,,8.96,1.62,2023-08-20 06:30:00,,,,
12.0,15.0,15.26,,,,9.92,1.87,2023-08-20 06:45:00,,,,
17.51,21.89,15.79,,,,10.33,1.66,2023-08-20 07:00:00,,,,
20.0,25.0,16.17,,,,10.5,1.37,2023-08-20 07:15:00,,,,
20.0,25.0,16.68,,,,10.61,1.51,2023-08-20 07:30:00,,,,
20.0,25.0,16.02,,,,10.64,1.59,2023-08-20 07:45:00,,,,
68.3,84.42,15.45,,,,11.47,1.82,2023-08-20 08:00:00,,,,
89.0,111.25,15.06,,,,11.95,1.71,2023-08-20 08:15:00,,,,
89.0,111.25,14.45,0.5,,,11.99,1.63,2023-08-20 08:30:00,,,,
89.0,111.25,13.57,1.44,,,11.79,1.51,2023-08-20 08:45:00,,,,
69.71,87.92,12.94,1.93,,,11.54,1.29,2023-08-20 09:00:00,,,,
61.0,76.25,11.92,4.24,,,11.97,1.68,2023-08-20 09:15:00,,,,
61.0,76.25,11.59,3.51,,,11.29,1.54,2023-08-20 09:30:00,,,,
61.0,76.25,11.32,3.76,,,11.21,1.53,2023-08-20 09:45:00,,,,
45.75,57.0,11.3,6.58,,,12.7,1.35,2023-08-20 10:00:00,,,,
39.0,48.75,11.68,6.06,,,12.7,1.43,2023-08-20 10:15:00,,,,
39.0,48.75,11.81,5.73,,,12.66,1.5,2023-08-20 10:30:00,,,,
39.0,48.75,11.18,7.06,,,12.84,1.56,2023-08-20 10:45:00,,,,
25.0,31.53,11.18,7.3,,,12.96,1.38,2023-08-20 11:00:00,,,,
19.0,23.75,11.34,7.52,,,13.22,1.57,2023-08-20 11:15:00,,,,
19.0,23.75,10.68,6.45,,,12.11,1.13,2023-08-20 11:30:00,,,,
19.0,23.75,9.7,6.68,,,11.43,1.59,2023-08-20 11:45:00,,,,
21.07,26.25,9.03,6.59,,,10.85,1.59,2023-08-20 12:00:00,,,,
22.0,27.5,9.21,6.79,,,11.11,1.32,2023-08-20 12:15:00,,,,
22.0,27.5,9.19,7.88,,,11.65,1.35,2023-08-20 12:30:00,,,,
22.0,27.5,10.08,7.39,,,12.11,1.79,2023-08-20 12:45:00,,,,
9.6,12.5,9.87,7.8,,,12.15,1.51,2023-08-20 13:00:00,,,,
4.0,5.0,9.6,7.07,,,11.55,1.58,2023-08-20 13:15:00,,,,
4.0,5.0,9.47,6.07,,,10.94,1.08,2023-08-20 13:30:00,,,,
4.0,5.0,9.69,6.19,,,11.17,1.53,2023-08-20 13:45:00,,,,
8.13,10.0,9.57,6.45,,,11.19,1.59,2023-08-20 14:00:00,,,,
10.0,12.5,9.67,6.74,,,11.44,1.11,2023-08-20 14:15:00,,,,
10.0,12.5,9.82,6.56,,,11.48,1.48,2023-08-20 14:30:00,,,,
10.0,12.5,9.69,7.27,,,11.77,1.14,2023-08-20 14:45:00,,,,
7.24,9.06,9.36,7.16,,,11.42,1.25,2023-08-20 15:00:00,,,,
6.0,7.5,9.2,6.96,,,11.18,1.51,2023-08-20 15:15:00,,,,
6.0,7.5,8.81,6.73,,,10.74,1.08,2023-08-20 15:30:00,,,,
6.0,7.5,9.04,4.62,,,9.81,1.71,2023-08-20 15:45:00,,,,
8.1,10.0,8.35,4.62,,,9.25,1.7,2023-08-20 16:00:00,,,,
9.0,11.25,7.77,5.84,,,9.42,1.58,2023-08-20 16:15:00,,,,
9.0,11.25,7.57,4.69,,,8.64,1.62,2023-08-20 16:30:00,,,,
9.0,11.25,8.02,5.26,,,9.32,1.61,2023-08-20 16:45:00,,,,
8.31,10.42,9.04,6.01,,,10.55,1.6,2023-08-20 17:00:00,,,,
8.0,10.0,9.3,5.19,,,10.32,1.41,2023-08-20 17:15:00,,,,
8.0,10.0,8.64,4.96,,,9.65,1.0,2023-08-20 17:30:00,,,,
8.0,10.0,8.14,5.49,,,9.52,1.77,2023-08-20 17:45:00,,,,
14.2,17.75,8.58,4.0,,,9.11,1.34,2023-08-20 18:00:00,,,,
17.0,21.25,8.5,4.69,,,9.4,1.34,2023-08-20 18:15:00,,,,
17.0,21.25,8.63,4.31,,,9.31,1.8,2023-08-20 18:30:00,,,,
17.0,21.25,8.6,4.2,,,9.24,1.45,2023-08-20 18:45:00,,,,
32.16,39.58,8.74,4.7,,,9.62,1.5,2023-08-20 19:00:00,,,,
39.0,48.75,8.24,4.95,,,9.32,1.64,2023-08-20 19:15:00,,,,
39.0,48.75,7.85,4.02,,,8.5,1.7,2023-08-20 19:30:00,,,,
39.0,48.75,8.56,4.39,,,9.3,1.54,2023-08-20 19:45:00,,,,
20.33,24.64,8.4,4.44,,,9.2,1.73,2023-08-20 20:00:00,,,,
11.0,13.75,8.39,5.53,,,9.75,1.63,2023-08-20 20:15:00,,,,
11.0,13.75,8.83,4.85,,,9.76,1.6,2023-08-20 20:30:00,,,,
11.0,13.75,8.85,5.11,,,9.92,1.51,2023-08-20 20:45:00,,,,
8.93,11.25,9.24,4.81,,,10.08,1.71,2023-08-20 21:00:00,,,,
8.0,10.0,9.42,4.58,,,10.1,1.53,2023-08-20 21:15:00,,,,
8.0,10.0,,,,,,,2023-08-20 21:30:00,,,,
8.0,10.0,8.97,4.42,,,9.65,1.7,2023-08-20 21:45:00,,,,
8.0,10.0,8.88,3.02,,,8.84,1.4,2023-08-20 22:00:00,,,,
8.0,10.0,8.71,2.42,,,8.38,1.53,2023-08-20 22:15:00,,,,
8.0,10.0,8.27,2.69,,,8.15,1.37,2023-08-20 22:30:00,,,,
8.0,10.0,8.41,1.65,,,7.71,1.26,2023-08-20 22:45:00,,,,
10.07,12.5,7.89,1.68,,,7.31,1.66,2023-08-20 23:00:00,,,,
11.0,13.75,7.83,1.54,,,7.19,1.56,2023-08-20 23:15:00,,,,
11.0,13.75,7.76,1.22,,,6.96,1.57,2023-08-20 23:30:00,,,,
11.0,13.75,8.0,0.99,,,7.03,1.52,2023-08-20 23:45:00,,,,
11.69,14.61,7.82,1.16,,,6.95,1.59,2023-08-21 00:00:00,,,,
12.0,15.0,7.71,1.13,,,6.89,1.4,2023-08-21 00:15:00,,,,
12.0,15.0,7.91,1.27,,,7.1,1.54,2023-08-21 00:30:00,,,,
12.0,15.0,8.19,1.12,,,7.24,1.65,2023-08-21 00:45:00,,,,
,,8.28,1.11,,,7.32,1.4,2023-08-21 01:00:00,,,,
,,7.88,1.99,,,7.45,1.34,2023-08-21 01:15:00,,,,
,,8.08,1.09,,,7.15,1.35,2023-08-21 01:30:00,,,,
,,7.73,0.61,,,6.61,1.07,2023-08-21 01:45:00,,,,
,,8.26,,,,6.39,1.07,2023-08-21 02:00:00,,,,
8.0,10.0,7.85,0.36,,,6.51,1.5,2023-08-21 02:15:00,,,,
8.0,10.0,7.69,0.1,,,6.22,1.58,2023-08-21 02:30:00,,,,
8.0,10.0,8.27,,,,6.09,1.5,2023-08-21 02:45:00,,,,
6.6,8.28,8.24,,,,6.12,2.11,2023-08-21 03:00:00,,,,
6.0,7.5,8.47,,,,6.58,1.47,2023-08-21 03:15:00,,,,
6.0,7.5,8.48,,,,6.56,,2023-08-21 03:30:00,,,,
6.0,7.5,8.54,,,,6.28,1.54,2023-08-21 03:45:00,,,,
6.69,8.36,9.09,,,,6.73,1.56,2023-08-21 04:00:00,,,,
7.0,8.75,8.66,0.03,,,6.9,1.47,2023-08-21 04:15:00,,,,
7.0,8.75,9.02,,,,6.6,1.31,2023-08-21 04:30:00,,,,
7.0,8.75,8.82,,,,6.35,1.54,2023-08-21 04:45:00,,,,
7.67,9.61,9.09,,,,6.63,1.26,2023-08-21 05:00:00,,,,
8.0,10.0,9.22,,,,6.7,1.49,2023-08-21 05:15:00,,,,
8.0,10.0,9.26,,,,7.02,1.34,2023-08-21 05:30:00,,,,
8.0,10.0,9.67,,,,7.04,1.4,2023-08-21 05:45:00,,,,
8.69,10.86,10.02,,,,7.25,1.25,2023-08-21 06:00:00,,,,
9.0,11.25,10.14,,,,7.58,1.55,2023-08-21 06:15:00,,,,
9.0,11.25,10.27,,,,7.29,1.26,2023-08-21 06:30:00,,,,
9.0,11.25,10.43,,,,7.3,1.74,2023-08-21 06:45:00,,,,
11.07,13.83,10.33,,,,7.66,2.03,2023-08-21 07:00:00,,,,
12.0,15.0,10.53,,,,7.65,1.54,2023-08-21 07:15:00,,,,
12.0,15.0,10.66,,,,7.59,1.51,2023-08-21 07:30:00,,,,
12.0,15.0,10.86,,,,7.7,1.6,2023-08-21 07:45:00,,,,
22.33,27.5,10.93,,,,8.38,1.98,2023-08-21 08:00:00,,,,
27.0,33.75,11.06,,,,8.64,1.46,2023-08-21 08:15:00,,,,
27.0,33.75,10.93,,,,8.71,1.71,2023-08-21 08:30:00,,,,
27.0,33.75,10.88,,,,8.45,1.46,2023-08-21 08:45:00,,,,
25.62,32.03,10.23,0.59,,,8.59,1.57,2023-08-21 09:00:00,,,,
25.0,31.25,9.46,1.66,,,8.57,1.61,2023-08-21 09:15:00,,,,
25.0,31.25,8.99,2.38,,,8.57,1.53,2023-08-21 09:30:00,,,,
25.0,31.25,9.02,2.91,,,8.86,1.19,2023-08-21 09:45:00,,,,
25.69,32.11,9.22,4.46,,,9.88,1.41,2023-08-21 10:00:00,,,,
26.0,32.5,8.91,5.51,,,10.2,1.59,2023-08-21 10:15:00,,,,
26.0,32.5,8.91,5.56,,,10.21,1.53,2023-08-21 10:30:00,,,,
26.0,32.5,8.67,5.07,,,9.75,1.87,2023-08-21 10:45:00,,,,
27.33,34.22,8.34,6.05,,,9.99,1.33,2023-08-21 11:00:00,,,,
28.0,35.0,8.25,6.95,,,10.41,1.56,2023-08-21 11:15:00,,,,
28.0,35.0,8.51,7.72,,,11.02,1.42,2023-08-21 11:30:00,,,,
28.0,35.0,8.57,8.0,,,11.21,1.45,2023-08-21 11:45:00,,,,
23.8,29.83,8.75,7.26,,,10.97,1.49,2023-08-21 12:00:00,,,,
22.0,27.5,8.58,8.45,,,11.47,1.53,2023-08-21 12:15:00,,,,
22.0,27.5,8.11,8.75,,,11.25,1.56,2023-08-21 12:30:00,,,,
22.0,27.5,8.34,8.15,,,11.12,1.8,2023-08-21 12:45:00,,,,
19.93,24.92,8.78,6.91,,,10.81,1.72,2023-08-21 13:00:00,,,,
19.0,23.75,8.48,7.55,,,10.91,1.15,2023-08-21 13:15:00,,,,
19.0,23.75,8.31,8.9,,,11.48,1.74,2023-08-21 13:30:00,,,,
19.0,23.75,8.24,8.08,,,11.0,1.65,2023-08-21 13:45:00,,,,
25.2,31.38,8.2,6.72,,,10.24,1.82,2023-08-21 14:00:00,,,,
28.0,35.0,7.75,7.44,,,10.26,1.44,2023-08-21 14:15:00,,,,
28.0,35.0,8.19,6.69,,,10.21,1.72,2023-08-21 14:30:00,,,,
28.0,35.0,8.45,6.27,,,10.19,1.66,2023-08-21 14:45:00,,,,
33.51,41.89,9.1,4.64,,,9.84,1.55,2023-08-21 15:00:00,,,,
36.0,45.0,8.66,4.95,,,9.68,1.42,2023-08-21 15:15:00,,,,
36.0,45.0,8.87,4.91,,,9.83,1.65,2023-08-21 15:30:00,,,,
36.0,45.0,8.79,5.18,,,9.9,1.63,2023-08-21 15:45:00,,,,
31.87,39.83,8.69,5.88,,,10.21,1.37,2023-08-21 16:00:00,,,,
30.0,37.5,8.49,6.67,,,10.45,1.26,2023-08-21 16:15:00,,,,
30.0,37.5,8.48,5.97,,,10.09,1.51,2023-08-21 16:30:00,,,,
30.0,37.5,8.57,4.52,,,9.37,1.29,2023-08-21 16:45:00,,,,
26.56,33.33,8.63,3.33,,,8.8,1.23,2023-08-21 17:00:00,,,,
,31.25,,,,,,,2023-08-21 17:15:00,,,,
25.0,31.25,9.19,3.79,,,9.49,1.4,2023-08-21 17:30:00,,,,
25.0,31.25,,,,,,1.63,2023-08-21 17:45:00,,,,
24.31,30.39,9.24,4.79,,,10.07,1.48,2023-08-21 18:00:00,,,,
24.0,30.0,9.2,4.93,,,10.08,1.79,2023-08-21 18:15:00,,,,
24.0,30.0,9.21,3.85,,,9.54,1.46,2023-08-21 18:30:00,,,,
24.0,30.0,9.01,4.73,,,9.84,1.77,2023-08-21 18:45:00,,,,
21.24,26.56,8.54,5.36,,,9.79,1.53,2023-08-21 19:00:00,,,,
20.0,25.0,8.46,6.28,,,10.22,1.66,2023-08-21 19:15:00,,,,
20.0,25.0,8.62,6.92,,,10.69,1.52,2023-08-21 19:30:00,,,,
20.0,25.0,8.89,7.78,,,11.38,1.76,2023-08-21 19:45:00,,,,
22.07,27.62,8.72,8.66,,,11.71,1.88,2023-08-21 20:00:00,,,,
23.0,28.75,8.62,8.03,,,11.27,1.6,2023-08-21 20:15:00,,,,
23.0,28.75,8.34,8.19,,,11.11,1.44,2023-08-21 20:30:00,,,,
23.0,28.75,8.71,8.06,,,11.37,1.48,2023-08-21 20:45:00,,,,
18.87,23.58,8.89,7.76,,,11.36,1.64,2023-08-21 21:00:00,,,,
17.0,21.25,8.28,7.38,,,10.66,1.71,2023-08-21 21:15:00,,,,
17.0,21.25,8.25,7.14,,,10.51,1.49,2023-08-21 21:30:00,,,,
17.0,21.25,8.17,5.85,,,9.73,1.56,2023-08-21 21:45:00,,,,
19.76,24.69,8.08,6.37,,,9.95,1.28,2023-08-21 22:00:00,,,,
21.0,26.25,7.57,6.86,,,9.8,1.74,2023-08-21 22:15:00,,,,
21.0,26.25,7.4,5.37,,,8.89,1.29,2023-08-21 22:30:00,,,,
21.0,26.25,7.8,3.78,,,8.34,1.43,2023-08-21 22:45:00,,,,
21.68,27.11,7.84,3.27,,,8.11,1.64,2023-08-21 23:00:00,,,,
22.0,27.5,7.9,2.05,,,7.54,1.31,2023-08-21 23:15:00,,,,
22.0,27.5,7.72,1.51,,,7.09,1.21,2023-08-21 23:30:00,,,,
22.0,27.5,6.93,2.27,,,6.83,1.26,2023-08-21 23:45:00,,,,
14.0,17.3,6.75,1.65,,,6.39,1.7,2023-08-22 00:00:00,,,,
10.0,12.5,7.22,1.28,,,6.58,1.69,2023-08-22 00:15:00,,,,
10.0,12.5,7.44,2.5,,,7.38,1.78,2023-08-22 00:30:00,,,,
10.0,12.5,7.66,1.47,,,7.0,1.43,2023-08-22 00:45:00,,,,
,,7.67,1.09,,,6.8,1.37,2023-08-22 01:00:00,,,,
,,7.79,0.66,,,6.69,1.19,2023-08-22 01:15:00,,,,
,,7.71,1.12,,,6.86,1.44,2023-08-22 01:30:00,,,,
,,8.09,0.47,,,6.85,1.55,2023-08-22 01:45:00,,,,
,,7.74,0.41,,,6.51,1.17,2023-08-22 02:00:00,,,,
13.0,16.25,7.66,0.34,,,6.42,1.36,2023-08-22 02:15:00,,,,
13.0,16.25,7.76,0.36,,,6.51,1.77,2023-08-22 02:30:00,,,,
13.0,16.25,7.71,0.54,,,6.57,1.94,2023-08-22 02:45:00,,,,
12.31,15.39,7.71,0.74,,,6.68,1.65,2023-08-22 03:00:00,,,,
12.0,15.0,7.7,0.55,,,6.56,1.42,2023-08-22 03:15:00,,,,
12.0,15.0,7.58,0.56,,,6.46,1.37,2023-08-22 03:30:00,,,,
12.0,15.0,7.58,0.73,,,6.57,1.65,2023-08-22 03:45:00,,,,
13.38,16.69,7.93,0.83,,,6.89,1.42,2023-08-22 04:00:00,,,,
14.0,17.5,8.15,1.46,,,7.4,1.64,2023-08-22 04:15:00,,,,
14.0,17.5,8.58,0.27,,,7.1,1.49,2023-08-22 04:30:00,,,,
14.0,17.5,8.2,0.08,,,6.67,1.14,2023-08-22 04:45:00,,,,
12.62,15.86,8.11,0.03,,,6.51,1.56,2023-08-22 05:00:00,,,,
12.0,15.0,8.37,0.03,,,6.71,1.06,2023-08-22 05:15:00,,,,
12.0,15.0,8.44,0.56,,,7.15,1.32,2023-08-22 05:30:00,,,,
12.0,15.0,8.5,0.43,,,7.11,1.53,2023-08-22 05:45:00,,,,
12.0,15.0,8.8,,,,6.93,1.71,2023-08-22 06:00:00,,,,
12.0,15.0,8.62,,,,6.66,1.16,2023-08-22 06:15:00,,,,
12.0,15.0,8.77,,,,6.85,1.41,2023-08-22 06:30:00,,,,
12.0,15.0,9.3,,,,7.34,1.42,2023-08-22 06:45:00,,,,
18.89,23.61,9.16,0.57,,,7.74,1.64,2023-08-22 07:00:00,,,,
22.0,27.5,8.68,0.57,,,7.34,1.43,2023-08-22 07:15:00,,,,
22.0,27.5,9.49,,,,6.96,1.13,2023-08-22 07:30:00,,,,
22.0,27.5,8.89,0.31,,,7.14,1.38,2023-08-22 07:45:00,,,,
