pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,wd,timestamp,nh3
14.17,44.94,2.8,7.35,12.12,0.65,10.15,,34.24,63.74,88.22,2024-10-18 04:30:00,3.33
13.9,49.64,2.96,7.42,11.78,0.66,10.37,,34.23,63.74,71.64,2024-10-18 04:45:00,3.56
13.38,50.49,2.93,7.59,11.98,0.65,10.52,,34.24,63.74,82.96,2024-10-18 05:00:00,3.5
12.11,46.24,2.83,7.2,11.85,0.65,10.02,,34.22,63.74,152.02,2024-10-18 05:15:00,3.15
11.04,39.98,2.88,7.15,11.76,0.65,10.03,,34.23,63.73,107.63,2024-10-18 05:30:00,3.09
9.97,34.06,2.98,7.74,11.88,0.65,10.72,,34.23,63.75,124.31,2024-10-18 05:45:00,3.73
9.82,29.31,3.22,8.55,11.74,0.64,11.77,,34.25,63.77,34.96,2024-10-18 06:00:00,4.53
9.34,26.29,3.24,8.32,12.02,0.64,11.56,,34.23,63.76,101.44,2024-10-18 06:15:00,4.74
8.68,24.22,3.39,8.72,11.83,0.64,12.11,,34.21,63.75,140.73,2024-10-18 06:30:00,4.91
8.94,21.75,2.94,7.78,11.84,0.64,10.72,0.02,34.13,63.75,141.09,2024-10-18 06:45:00,3.5
9.03,20.48,3.03,7.69,12.01,0.64,10.72,,34.01,63.74,159.29,2024-10-18 07:00:00,3.79
9.02,19.82,3.31,8.88,11.76,0.63,12.19,0.51,33.85,63.75,136.52,2024-10-18 07:15:00,4.87
8.66,16.49,3.07,7.63,11.88,0.64,10.7,0.41,33.74,63.75,82.58,2024-10-18 07:30:00,3.75
8.2,11.93,3.27,8.43,11.69,0.64,11.7,0.49,33.65,63.77,59.42,2024-10-18 07:45:00,4.55
,,2.78,6.89,11.94,0.64,9.68,1.21,33.56,63.77,109.81,2024-10-18 08:00:00,2.85
7.66,,3.06,7.62,11.9,0.64,10.68,1.07,33.45,63.78,110.86,2024-10-18 08:15:00,3.76
7.63,,2.94,6.75,11.42,0.64,9.69,2.98,33.35,63.78,94.1,2024-10-18 08:30:00,2.59
7.35,,3.28,7.63,11.98,0.63,10.92,2.88,33.41,63.78,95.45,2024-10-18 08:45:00,3.59
7.62,,3.17,7.33,11.98,0.66,10.5,3.19,33.64,63.83,89.02,2024-10-18 09:00:00,3.26
,,2.18,6.52,11.68,0.69,8.69,5.27,33.23,63.84,81.02,2024-10-18 09:15:00,1.95
4.2,13.46,2.87,9.89,11.85,0.71,12.76,3.84,33.26,63.87,121.93,2024-10-18 09:30:00,5.21
0.75,27.71,2.01,7.37,12.17,0.71,9.38,4.86,33.41,63.89,130.51,2024-10-18 09:45:00,2.39
,38.51,1.6,6.98,11.88,0.69,8.58,13.81,33.5,63.84,104.93,2024-10-18 10:00:00,2.38
,40.44,1.45,7.46,11.67,0.68,8.9,19.78,33.75,63.82,84.12,2024-10-18 10:15:00,2.74
,29.29,1.53,5.85,11.73,0.67,7.39,21.3,32.79,63.82,162.12,2024-10-18 10:30:00,3.42
,22.64,1.48,6.02,11.84,0.68,7.49,20.31,33.02,63.88,97.39,2024-10-18 10:45:00,3.06
,16.59,1.5,5.44,12.02,0.69,6.95,21.11,32.93,63.85,141.33,2024-10-18 11:00:00,2.82
,12.96,1.61,5.55,11.99,0.7,7.16,21.46,33.64,63.83,85.76,2024-10-18 11:15:00,2.82
,0.26,1.58,5.55,12.13,0.72,7.13,22.44,33.95,64.01,104.15,2024-10-18 11:30:00,2.17
,,1.9,5.36,12.2,0.73,7.26,24.13,33.84,64.31,174.36,2024-10-18 11:45:00,1.83
,,2.01,5.16,12.23,0.73,7.17,23.05,33.67,64.37,141.89,2024-10-18 12:00:00,2.19
,,1.92,5.32,12.1,0.72,7.24,23.28,34.35,64.37,114.34,2024-10-18 12:15:00,2.88
,,1.81,5.24,11.78,0.72,7.04,24.57,33.58,64.18,164.65,2024-10-18 12:30:00,2.73
0.17,,1.74,5.06,12.21,0.72,6.8,25.14,33.22,64.01,124.42,2024-10-18 12:45:00,2.53
4.6,,1.76,4.97,12.07,0.71,6.72,27.0,33.19,63.92,144.54,2024-10-18 13:00:00,2.44
10.41,,1.49,5.28,12.18,0.71,6.77,24.97,33.1,63.89,167.43,2024-10-18 13:15:00,2.53
14.16,,1.57,4.97,12.22,0.71,6.54,25.63,33.12,63.87,165.56,2024-10-18 13:30:00,2.55
17.38,,1.54,5.01,11.75,0.72,6.54,24.63,33.37,63.88,132.59,2024-10-18 13:45:00,2.5
20.79,,1.49,5.02,11.87,0.71,6.51,25.37,33.67,63.88,140.24,2024-10-18 14:00:00,2.64
23.11,,1.54,5.33,12.0,0.7,6.87,23.42,33.92,63.84,109.93,2024-10-18 14:15:00,3.5
23.47,,1.48,5.12,11.93,0.69,6.6,24.85,33.75,63.79,136.74,2024-10-18 14:30:00,3.8
23.14,,1.35,5.28,12.07,0.68,6.62,23.85,33.9,63.77,124.46,2024-10-18 14:45:00,3.94
,,1.34,5.16,11.87,0.69,6.5,22.57,34.02,63.79,107.18,2024-10-18 15:00:00,3.71
,,1.38,5.51,11.88,0.69,6.9,24.62,33.97,63.84,131.62,2024-10-18 15:15:00,3.47
,,1.51,5.67,12.09,0.69,7.17,26.02,33.98,63.84,156.72,2024-10-18 15:30:00,3.37
,,1.49,5.51,12.06,0.7,7.01,26.69,34.09,63.83,166.67,2024-10-18 15:45:00,3.04
,,1.53,5.14,12.19,0.7,6.67,25.35,34.19,63.85,165.63,2024-10-18 16:00:00,2.74
,,1.57,4.93,12.4,0.7,6.51,23.81,34.24,63.86,166.05,2024-10-18 16:15:00,2.67
,,1.55,4.94,12.05,0.7,6.5,22.52,34.3,63.87,177.01,2024-10-18 16:30:00,2.48
,,1.52,5.2,12.06,0.71,6.72,21.02,34.42,63.87,173.53,2024-10-18 16:45:00,2.26
23.69,26.56,1.61,4.95,12.08,0.7,6.56,20.58,34.51,63.88,172.63,2024-10-18 17:00:00,2.25
24.44,31.05,1.52,4.94,12.01,0.71,6.46,19.29,34.57,63.88,178.99,2024-10-18 17:15:00,2.23
24.93,35.0,1.6,5.0,11.98,0.71,6.6,19.51,34.58,63.89,119.92,2024-10-18 17:30:00,2.11
25.6,38.32,1.56,5.01,12.04,0.72,6.56,18.68,34.6,63.91,62.12,2024-10-18 17:45:00,2.13
27.82,39.87,1.58,5.19,12.17,0.72,6.77,15.35,34.62,63.91,66.44,2024-10-18 18:00:00,2.15
28.53,39.0,1.67,5.32,12.19,0.72,7.0,12.78,34.63,63.92,77.11,2024-10-18 18:15:00,2.29
28.65,38.32,1.62,5.59,12.16,0.72,7.21,13.5,34.64,63.92,123.58,2024-10-18 18:30:00,2.32
27.36,39.1,1.78,5.64,12.1,0.72,7.43,12.42,34.65,63.92,98.93,2024-10-18 18:45:00,2.49
26.4,40.71,1.81,5.66,12.3,0.73,7.47,14.2,34.65,63.91,166.48,2024-10-18 19:00:00,2.44
25.46,41.08,1.74,5.8,12.15,0.73,7.54,13.02,34.65,63.92,179.24,2024-10-18 19:15:00,2.44
24.8,41.92,1.8,5.57,12.11,0.74,7.37,13.11,34.65,63.92,172.37,2024-10-18 19:30:00,2.27
24.69,41.8,1.67,5.52,12.06,0.75,7.19,12.81,34.65,63.92,172.67,2024-10-18 19:45:00,2.11
23.58,40.41,1.66,5.31,12.31,0.75,6.97,12.66,34.64,63.91,179.17,2024-10-18 20:00:00,2.02
23.01,39.05,1.7,5.37,12.09,0.74,7.07,12.44,34.64,63.91,168.45,2024-10-18 20:15:00,2.31
22.59,36.11,1.92,5.72,11.76,0.75,7.63,12.36,34.62,63.9,167.76,2024-10-18 20:30:00,3.13
21.87,33.63,1.75,5.74,12.15,0.75,7.49,12.38,34.61,63.9,173.34,2024-10-18 20:45:00,2.82
21.83,32.74,1.6,5.68,12.15,0.74,7.28,12.37,34.59,63.89,165.67,2024-10-18 21:00:00,2.65
20.69,32.14,1.57,5.3,11.71,0.74,6.88,12.13,34.59,63.89,179.0,2024-10-18 21:15:00,2.63
19.25,29.9,1.59,5.18,12.32,0.74,6.76,12.13,34.59,63.89,125.67,2024-10-18 21:30:00,2.66
20.05,28.18,1.61,5.72,12.16,0.74,7.33,11.7,34.59,63.89,179.04,2024-10-18 21:45:00,2.89
20.73,30.17,1.55,6.22,12.1,0.74,7.77,10.25,34.59,63.89,166.76,2024-10-18 22:00:00,3.25
20.82,33.32,1.63,6.44,11.87,0.74,8.07,10.55,34.58,63.89,141.74,2024-10-18 22:15:00,3.35
21.54,36.73,1.77,6.27,12.14,0.75,8.04,10.8,34.58,63.89,106.4,2024-10-18 22:30:00,3.46
21.2,41.68,1.74,6.38,12.17,0.75,8.12,10.97,34.58,63.88,123.81,2024-10-18 22:45:00,3.42
20.33,45.38,1.67,6.61,11.89,0.75,8.28,10.91,34.59,63.88,120.43,2024-10-18 23:00:00,3.33
20.3,48.02,1.74,6.17,11.85,0.76,7.91,10.72,34.58,63.89,96.28,2024-10-18 23:15:00,3.32
20.25,49.23,1.79,6.0,11.89,0.75,7.79,11.01,34.59,63.9,84.62,2024-10-18 23:30:00,3.23
20.95,49.27,1.8,6.02,11.8,0.76,7.82,10.79,34.58,63.88,154.43,2024-10-18 23:45:00,3.29
20.41,48.91,1.7,6.35,11.83,0.77,8.04,11.77,34.59,63.9,148.67,2024-10-19 00:00:00,3.3
19.09,48.07,1.73,6.28,12.13,0.77,8.01,11.43,34.6,63.9,165.65,2024-10-19 00:15:00,3.29
19.09,48.33,1.8,6.33,11.95,0.78,8.13,11.62,34.61,63.9,179.09,2024-10-19 00:30:00,3.25
19.05,49.12,1.91,6.24,12.17,0.78,8.15,11.48,34.6,63.9,143.28,2024-10-19 00:45:00,3.34
19.35,48.78,1.84,6.62,12.17,0.79,8.46,11.27,34.61,63.9,179.05,2024-10-19 01:00:00,3.31
18.76,48.11,1.9,6.46,11.85,0.79,8.36,11.33,34.61,63.9,179.17,2024-10-19 01:15:00,3.43
18.56,46.7,1.83,6.47,11.98,0.79,8.3,11.33,34.61,63.9,165.55,2024-10-19 01:30:00,3.22
18.98,45.67,1.83,5.96,12.31,0.79,7.79,11.15,34.61,63.89,172.48,2024-10-19 01:45:00,3.01
18.61,44.73,1.71,6.06,12.21,0.79,7.78,11.29,34.61,63.9,172.67,2024-10-19 02:00:00,2.65
18.89,43.25,1.73,5.85,11.99,0.78,7.58,11.14,34.61,63.9,179.13,2024-10-19 02:15:00,2.52
18.79,42.4,1.77,5.64,11.82,0.78,7.41,11.12,34.62,63.91,162.24,2024-10-19 02:30:00,2.34
18.15,41.21,1.66,5.6,11.96,0.78,7.27,10.71,34.62,63.9,166.05,2024-10-19 02:45:00,2.27
17.61,39.96,1.73,5.47,12.14,0.78,7.2,10.28,34.63,63.91,91.39,2024-10-19 03:00:00,2.25
17.95,39.21,1.81,5.87,12.3,0.78,7.68,9.57,34.63,63.91,64.32,2024-10-19 03:15:00,2.6
18.51,38.04,2.05,6.4,11.76,0.78,8.45,9.55,34.65,63.93,112.89,2024-10-19 03:30:00,3.21
19.51,38.02,1.98,6.4,12.21,0.78,8.38,10.03,34.66,63.92,102.95,2024-10-19 03:45:00,3.26
20.57,39.07,2.05,6.15,12.07,0.78,8.2,10.23,34.66,63.93,144.82,2024-10-19 04:00:00,3.15
20.96,39.77,1.95,5.89,12.16,0.78,7.84,10.26,34.66,63.93,172.5,2024-10-19 04:15:00,2.67
21.79,43.74,2.05,5.94,11.89,0.78,8.0,11.36,34.67,63.94,65.06,2024-10-19 04:30:00,2.98
24.24,46.18,2.45,7.41,12.07,0.79,9.86,11.57,34.68,63.93,154.46,2024-10-19 04:45:00,4.58
23.8,47.54,2.69,7.84,12.19,0.78,10.53,11.46,34.67,63.93,162.31,2024-10-19 05:00:00,5.22
23.72,50.09,2.46,7.51,12.39,0.78,9.97,11.23,34.65,63.91,173.86,2024-10-19 05:15:00,4.55
23.67,47.94,2.28,6.81,12.33,0.77,9.09,11.14,34.6,63.89,98.93,2024-10-19 05:30:00,4.2
24.87,45.88,2.45,7.5,11.99,0.76,9.95,11.34,34.53,63.85,94.67,2024-10-19 05:45:00,5.26
27.25,46.17,2.73,9.17,11.87,0.76,11.9,11.05,34.46,63.8,157.02,2024-10-19 06:00:00,7.28
30.37,47.59,2.67,8.35,12.11,0.76,11.02,10.96,34.42,63.8,126.54,2024-10-19 06:15:00,6.53
32.27,48.54,2.3,8.0,11.9,0.76,10.29,11.12,34.37,63.79,116.05,2024-10-19 06:30:00,5.86
32.85,49.28,2.35,8.17,12.15,0.76,10.52,10.94,34.3,63.8,59.25,2024-10-19 06:45:00,6.31
34.51,51.11,2.6,8.69,12.15,0.78,11.3,11.12,34.3,63.87,42.05,2024-10-19 07:00:00,6.54
35.59,52.31,2.88,8.71,12.01,0.79,11.59,10.13,34.28,63.91,41.47,2024-10-19 07:15:00,6.15
35.51,52.1,2.91,8.66,12.15,0.8,11.57,9.86,34.33,63.91,41.71,2024-10-19 07:30:00,6.22
34.71,50.81,2.86,8.69,12.36,0.8,11.55,10.13,34.28,63.91,73.61,2024-10-19 07:45:00,6.3
33.58,49.86,2.86,8.74,12.07,0.81,11.59,11.06,34.23,63.91,155.09,2024-10-19 08:00:00,6.15
32.02,48.75,2.87,8.49,12.39,0.81,11.36,11.22,34.12,63.9,156.86,2024-10-19 08:15:00,6.07
29.91,47.65,2.69,8.35,12.15,0.82,11.04,11.34,33.99,63.9,104.82,2024-10-19 08:30:00,5.77
27.59,46.06,2.61,8.26,12.3,0.81,10.87,11.21,34.07,63.9,96.24,2024-10-19 08:45:00,5.48
24.07,44.74,2.52,8.08,12.54,0.81,10.61,11.31,33.93,63.9,99.32,2024-10-19 09:00:00,5.31
21.61,44.03,2.48,8.03,12.43,0.8,10.51,11.32,27.57,57.44,116.46,2024-10-19 09:15:00,5.11
,,,,,0.0,0.0,,,30.0,,2024-10-19 09:30:00,
,,,,,0.0,0.0,,,30.0,,2024-10-19 09:45:00,
,,,,,0.0,0.0,,,30.0,,2024-10-19 10:00:00,
,,,,,0.0,0.0,,,30.0,,2024-10-19 10:15:00,
,,200.0,49.41,24.18,2.29,200.0,,35.48,64.43,130.75,2024-10-21 10:00:00,
,,148.88,17.99,18.36,1.88,154.08,89.18,35.15,64.32,112.41,2024-10-21 10:15:00,
,,23.52,8.38,15.04,1.56,31.9,11.82,34.34,64.12,107.98,2024-10-21 10:30:00,0.95
,,18.81,11.37,13.2,1.36,30.18,12.37,33.64,63.94,111.79,2024-10-21 10:45:00,6.21
,,13.02,9.98,13.27,1.41,22.99,14.35,33.36,63.93,105.49,2024-10-21 11:00:00,5.88
,0.01,6.48,9.49,13.39,1.56,15.97,15.61,33.22,63.88,108.11,2024-10-21 11:15:00,5.77
,2.43,1.92,9.12,13.46,1.57,11.04,16.39,33.12,63.78,105.77,2024-10-21 11:30:00,6.11
,15.15,1.27,7.61,13.26,1.56,8.88,18.42,33.29,63.79,105.9,2024-10-21 11:45:00,4.56
,35.68,1.05,7.04,12.96,1.55,8.09,18.39,33.42,63.81,103.24,2024-10-21 12:00:00,4.07
,61.76,0.97,7.27,13.07,1.53,8.25,19.39,33.68,63.77,129.44,2024-10-21 12:15:00,4.45
,62.9,0.87,7.23,13.37,1.51,8.1,19.2,33.51,63.77,99.38,2024-10-21 12:30:00,4.57
,34.19,0.74,7.08,13.3,1.5,7.82,20.72,33.31,63.8,123.65,2024-10-21 12:45:00,4.81
,15.27,0.53,6.98,13.32,1.48,7.51,21.73,33.86,63.8,164.27,2024-10-21 13:00:00,4.56
,0.1,0.56,7.07,13.51,1.46,7.63,23.58,33.25,63.65,142.91,2024-10-21 13:15:00,4.56
,,0.4,6.71,13.1,1.45,7.11,30.79,32.84,63.65,139.56,2024-10-21 13:30:00,4.05
,,0.45,6.35,13.24,1.45,6.8,32.37,32.89,63.69,156.49,2024-10-21 13:45:00,3.12
,,0.67,6.16,13.24,1.44,6.84,34.88,33.25,63.76,78.07,2024-10-21 14:00:00,2.81
,,0.64,6.53,13.16,1.43,7.17,34.31,33.09,63.79,171.96,2024-10-21 14:15:00,3.0
,,0.59,5.89,13.24,1.41,6.49,33.84,33.14,63.73,147.55,2024-10-21 14:30:00,2.76
,,0.5,5.8,13.54,1.38,6.3,30.73,33.31,63.67,174.7,2024-10-21 14:45:00,2.67
,0.01,0.48,6.34,13.29,1.36,6.82,30.22,33.59,63.65,171.53,2024-10-21 15:00:00,3.39
,4.01,0.3,5.76,12.93,1.35,6.05,31.89,33.56,63.63,165.53,2024-10-21 15:15:00,2.69
,11.29,0.4,5.61,13.35,1.35,6.01,30.89,33.62,63.62,150.44,2024-10-21 15:30:00,2.7
,16.08,0.42,5.37,13.04,1.31,5.79,32.21,33.72,63.72,160.55,2024-10-21 15:45:00,2.78
,19.9,0.48,5.39,13.04,1.27,5.87,30.06,33.82,63.77,169.16,2024-10-21 16:00:00,2.5
,23.68,0.55,5.24,13.03,1.25,5.79,28.87,33.97,63.78,172.09,2024-10-21 16:15:00,2.08
,27.11,0.73,5.66,13.45,1.24,6.39,27.45,34.15,63.81,142.01,2024-10-21 16:30:00,2.54
2.42,29.54,0.61,5.8,13.29,1.23,6.41,27.35,34.22,63.82,137.29,2024-10-21 16:45:00,2.26
6.06,32.87,0.69,6.0,13.16,1.22,6.69,28.13,34.3,63.82,161.16,2024-10-21 17:00:00,2.29
9.26,34.79,0.8,6.99,13.41,1.21,7.79,28.0,34.39,63.79,150.36,2024-10-21 17:15:00,3.23
10.93,35.43,0.68,6.04,12.92,1.19,6.72,28.68,34.45,63.78,178.74,2024-10-21 17:30:00,2.29
12.36,36.69,0.65,5.77,12.98,1.19,6.43,29.34,34.51,63.78,178.73,2024-10-21 17:45:00,2.06
14.99,39.62,0.72,5.69,12.95,1.18,6.41,33.42,34.53,63.8,159.12,2024-10-21 18:00:00,1.99
18.6,43.6,1.04,9.76,13.2,1.17,10.8,24.76,34.54,63.82,86.44,2024-10-21 18:15:00,5.42
21.9,47.65,1.21,10.72,12.85,1.16,11.92,23.87,34.56,63.81,147.23,2024-10-21 18:30:00,6.2
24.72,52.03,1.04,9.72,12.82,1.16,10.77,23.04,34.56,63.8,147.54,2024-10-21 18:45:00,5.28
27.68,57.51,1.18,9.92,13.05,1.16,11.1,23.1,34.43,63.83,115.59,2024-10-21 19:00:00,5.47
30.36,63.26,1.12,10.22,13.18,1.15,11.33,21.1,34.53,63.83,103.86,2024-10-21 19:15:00,5.46
33.81,68.69,1.4,10.99,13.04,1.15,12.38,18.72,34.59,63.82,49.28,2024-10-21 19:30:00,6.44
40.79,71.32,1.39,11.43,13.08,1.15,12.82,18.15,34.61,63.84,38.54,2024-10-21 19:45:00,6.62
49.96,73.92,1.65,11.86,12.76,1.14,13.51,17.73,34.58,63.83,51.97,2024-10-21 20:00:00,7.45
57.86,77.18,1.39,11.3,12.83,1.14,12.69,15.99,34.54,63.81,50.55,2024-10-21 20:15:00,6.82
62.78,78.93,1.57,12.3,13.08,1.13,13.88,13.64,34.5,63.79,53.52,2024-10-21 20:30:00,8.19
65.6,81.66,1.17,9.97,12.96,1.13,11.13,14.68,34.48,63.77,120.25,2024-10-21 20:45:00,5.74
65.95,85.07,1.05,9.85,12.75,1.13,10.9,14.77,34.46,63.76,81.54,2024-10-21 21:00:00,5.98
65.38,86.38,1.83,12.38,12.99,1.13,14.2,14.34,34.46,63.78,28.86,2024-10-21 21:15:00,8.46
63.41,86.31,1.35,11.14,12.54,1.13,12.5,14.25,34.44,63.77,56.05,2024-10-21 21:30:00,6.94
61.33,87.06,1.41,10.56,12.67,1.13,11.97,13.78,34.45,63.76,48.77,2024-10-21 21:45:00,6.68
58.96,87.34,1.2,9.82,12.69,1.13,11.02,13.7,34.43,63.77,86.32,2024-10-21 22:00:00,5.85
56.91,87.11,1.72,12.46,12.68,1.13,14.18,11.89,34.43,63.77,70.51,2024-10-21 22:15:00,8.57
47.01,86.29,1.23,9.95,12.67,1.13,11.17,13.34,34.42,63.77,91.19,2024-10-21 22:30:00,5.78
35.2,85.07,1.04,10.25,12.59,1.14,11.29,11.41,34.42,63.76,146.03,2024-10-21 22:45:00,5.76
27.63,83.87,1.63,10.41,12.9,1.14,12.04,11.47,34.39,63.73,178.75,2024-10-21 23:00:00,6.68
24.43,84.11,0.76,8.14,12.58,1.14,8.9,12.38,34.39,63.73,153.59,2024-10-21 23:15:00,4.1
25.53,85.68,0.86,7.83,13.1,1.14,8.69,12.11,34.37,63.73,178.68,2024-10-21 23:30:00,4.2
29.53,87.73,0.9,7.73,12.97,1.14,8.63,12.86,34.35,63.71,173.07,2024-10-21 23:45:00,4.25
35.09,92.06,0.78,8.4,12.71,1.14,9.18,13.48,34.33,63.71,166.45,2024-10-22 00:00:00,4.56
44.48,95.21,1.1,9.64,12.99,1.15,10.75,12.46,34.33,63.71,111.72,2024-10-22 00:15:00,5.94
55.55,96.24,1.23,9.13,12.85,1.15,10.36,11.56,34.35,63.73,138.9,2024-10-22 00:30:00,5.54
62.8,95.96,1.05,8.47,12.95,1.17,9.52,11.76,34.46,63.78,164.89,2024-10-22 00:45:00,4.34
64.45,92.99,1.0,8.25,12.67,1.18,9.26,11.76,34.54,63.79,137.28,2024-10-22 01:00:00,3.98
62.92,89.31,1.03,8.17,12.68,1.19,9.2,11.59,34.56,63.8,132.73,2024-10-22 01:15:00,3.69
59.86,85.56,1.09,8.18,12.51,1.2,9.27,11.42,34.58,63.81,153.65,2024-10-22 01:30:00,3.8
58.06,83.59,1.09,8.3,12.91,1.19,9.38,11.23,34.58,63.81,153.23,2024-10-22 01:45:00,3.68
55.98,83.35,1.02,8.07,13.06,1.2,9.09,11.09,34.55,63.8,172.19,2024-10-22 02:00:00,3.59
53.34,82.68,1.03,7.28,12.56,1.19,8.31,10.94,34.5,63.77,81.81,2024-10-22 02:15:00,3.24
50.91,82.05,2.21,12.14,12.69,1.19,14.36,9.52,34.44,63.74,125.59,2024-10-22 02:30:00,8.55
50.67,81.71,1.33,8.97,12.77,1.19,10.29,10.15,34.42,63.73,145.35,2024-10-22 02:45:00,4.94
51.35,82.43,0.87,7.76,12.91,1.19,8.63,9.89,34.4,63.72,156.22,2024-10-22 03:00:00,3.71
51.72,81.87,0.92,7.38,12.76,1.18,8.3,9.89,34.39,63.71,171.81,2024-10-22 03:15:00,3.32
50.99,79.92,0.77,7.4,12.93,1.19,8.17,9.88,34.37,63.7,157.09,2024-10-22 03:30:00,3.19
48.42,79.08,0.72,7.13,12.6,1.19,7.85,10.2,34.38,63.7,145.12,2024-10-22 03:45:00,3.11
44.36,76.88,0.76,7.95,12.41,1.19,8.71,10.16,34.37,63.7,154.01,2024-10-22 04:00:00,3.56
41.97,75.34,1.17,8.45,12.52,1.19,9.62,9.77,34.36,63.7,123.25,2024-10-22 04:15:00,4.63
40.84,74.24,1.2,8.42,12.33,1.19,9.62,9.82,34.35,63.69,132.19,2024-10-22 04:30:00,4.78
40.48,70.43,0.89,7.61,12.62,1.19,8.5,10.11,34.35,63.69,177.83,2024-10-22 04:45:00,3.57
40.19,65.48,0.72,6.79,12.71,1.19,7.52,11.27,34.36,63.69,137.23,2024-10-22 05:00:00,2.73
39.63,61.74,0.91,7.68,12.6,1.19,8.6,11.28,34.39,63.71,131.54,2024-10-22 05:15:00,3.53
38.57,57.28,0.96,7.63,12.69,1.19,8.59,11.61,34.38,63.69,178.45,2024-10-22 05:30:00,3.66
36.78,54.08,0.93,7.99,12.71,1.2,8.93,11.73,34.38,63.69,94.92,2024-10-22 05:45:00,3.88
35.88,51.79,1.07,8.38,12.73,1.2,9.45,13.63,34.37,63.71,49.35,2024-10-22 06:00:00,4.13
34.58,49.19,0.94,7.55,12.79,1.21,8.49,15.19,34.38,63.71,87.27,2024-10-22 06:15:00,3.36
31.71,45.9,1.01,9.28,12.4,1.2,10.3,12.58,34.34,63.7,109.37,2024-10-22 06:30:00,4.63
29.39,41.7,0.82,7.06,12.66,1.2,7.88,14.04,34.33,63.7,173.16,2024-10-22 06:45:00,2.84
27.43,40.01,1.39,9.43,12.57,1.2,10.82,12.39,34.33,63.69,116.79,2024-10-22 07:00:00,5.42
24.79,41.96,2.2,12.73,12.65,1.2,14.92,10.21,34.33,63.71,126.4,2024-10-22 07:15:00,8.77
23.72,43.63,3.82,17.82,12.56,1.2,21.64,10.07,34.37,63.69,155.06,2024-10-22 07:30:00,13.99
24.57,47.22,1.07,9.31,12.78,1.2,10.39,11.37,34.38,63.71,169.77,2024-10-22 07:45:00,4.56
24.62,49.84,1.07,9.07,12.67,1.2,10.14,10.64,34.35,63.71,161.71,2024-10-22 08:00:00,4.49
26.11,53.02,1.47,9.89,12.63,1.2,11.35,11.35,34.35,63.71,174.57,2024-10-22 08:15:00,5.66
26.46,54.43,1.29,9.17,12.6,1.21,10.46,10.9,34.28,63.71,174.6,2024-10-22 08:30:00,5.05
24.99,54.02,1.48,9.85,12.62,1.21,11.32,11.09,34.16,63.71,156.04,2024-10-22 08:45:00,5.57
25.62,53.7,1.35,9.65,12.57,1.21,10.99,11.32,34.05,63.71,158.21,2024-10-22 09:00:00,5.39
29.08,54.19,1.16,8.03,12.62,1.21,9.19,12.84,34.08,63.71,156.82,2024-10-22 09:15:00,3.7
32.25,53.89,1.32,9.58,12.85,1.21,10.9,12.65,34.19,63.72,146.7,2024-10-22 09:30:00,5.32
35.83,52.43,1.34,9.78,12.49,1.21,11.12,11.4,34.13,63.74,164.08,2024-10-22 09:45:00,5.46
38.63,51.79,1.14,8.88,12.96,1.21,10.02,13.25,34.01,63.75,163.81,2024-10-22 10:00:00,4.39
40.59,52.09,0.87,8.48,12.71,1.22,9.35,17.78,33.89,63.78,99.89,2024-10-22 10:15:00,3.86
42.1,52.44,1.04,8.46,12.73,1.22,9.5,20.19,33.75,63.82,131.53,2024-10-22 10:30:00,3.91
42.51,52.91,0.83,7.88,13.13,1.16,8.72,23.18,33.51,63.82,140.76,2024-10-22 10:45:00,3.36
41.4,54.01,0.82,8.17,12.54,1.17,8.99,24.67,33.0,63.8,161.07,2024-10-22 11:00:00,3.62
40.59,55.03,0.58,7.16,12.83,1.18,7.74,31.7,33.01,63.8,163.31,2024-10-22 11:15:00,2.6
39.81,55.72,0.62,7.38,12.81,1.18,8.0,30.62,33.12,63.81,156.2,2024-10-22 11:30:00,2.59
39.24,55.88,0.65,6.64,12.84,1.18,7.29,30.31,33.07,63.81,120.01,2024-10-22 11:45:00,2.13
37.87,55.5,0.68,6.4,12.91,0.0,7.07,30.77,33.11,63.83,159.08,2024-10-22 12:00:00,1.95
36.63,55.34,0.67,6.31,12.71,0.0,6.98,31.02,32.98,63.83,120.84,2024-10-22 12:15:00,1.82
35.48,54.21,0.67,6.16,12.92,0.03,6.83,34.37,33.07,63.83,128.23,2024-10-22 12:30:00,1.8
35.55,52.75,0.73,6.7,12.76,0.11,7.42,34.39,32.88,63.78,144.65,2024-10-22 12:45:00,1.88
37.19,49.6,2.27,8.91,12.71,0.35,11.18,37.59,33.68,63.77,147.25,2024-10-22 13:00:00,2.84
37.86,46.74,2.15,8.98,12.98,0.35,11.13,35.02,33.19,63.77,145.33,2024-10-22 13:15:00,0.78
39.05,47.11,2.45,8.76,12.74,0.36,11.2,30.81,33.16,63.83,140.9,2024-10-22 13:30:00,0.62
35.8,46.54,1.78,8.89,12.54,0.38,10.67,33.12,33.29,63.79,151.15,2024-10-22 13:45:00,4.35
33.99,50.8,1.51,7.49,13.06,0.34,9.0,31.04,33.77,64.06,148.05,2024-10-22 14:00:00,5.65
33.01,60.86,1.32,7.45,13.01,0.35,8.76,29.42,33.82,64.15,161.11,2024-10-22 14:15:00,5.73
31.89,67.32,1.36,6.87,12.79,0.36,8.23,29.68,33.84,64.15,173.74,2024-10-22 14:30:00,6.65
